"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to register so I can login to my home page","as user i want to input valid nama lengkap, email, and password","SUCCESS","2022-05-19T07:44:22.4144809+07:00[Asia/Jakarta]","0.0","19.05"
