"Story","Title","Result","Date","Stability","Duration (s)"
"As a user I want to see product details and buy products on the home page","As user I want to see detail a Laptop","SUCCESS","2022-05-19T07:43:13.6395226+07:00[Asia/Jakarta]","0.0","21.48"
